Symbol,Company,Sector,Industry,Exchange,Currency,Year_End,IPO,YearsActive,Price,Shares,ImpliedShares,MarketCap,P/S_TTM,P/S_2024,P/E_TTM,P/E_2024,TTM_Revenue,TTM_NetIncome,Q_Rev%,2025_Revenue,2025_NetIncome,2025_EBITDA,2024_Revenue,2024_NetIncome,2024_EBITDA,2023_Revenue,2023_NetIncome,2023_EBITDA,2022_Revenue,2022_NetIncome,2022_EBITDA,2021_Revenue,2021_NetIncome,2021_EBITDA,2020_Revenue,2020_NetIncome,2020_EBITDA,3yrRev,2025_Rev%,2025_NetMargin,2024_Rev%,2024_NetMargin,2023_Rev%,2023_NetMargin,2022_Rev%,2022_NetMargin,2021_Rev%,2021_NetMargin,2020_Rev%,2020_NetMargin,2025_EBITDA%,2024_EBITDA%,2023_EBITDA%,2022_EBITDA%,2025_FCF,2025_FCF%,2024_FCF,2024_FCF%,2023_FCF,2023_FCF%,2022_FCF,2022_FCF%,2025_Interest_Expense,2025_Interest_Income,2025_NetInterest,2025_Interest/Rev,2024_Interest_Expense,2024_Interest_Income,2024_NetInterest,2024_Interest/Rev,2023_Interest_Expense,2023_Interest_Income,2023_NetInterest,2023_Interest/Rev,2022_Interest_Expense,2022_Interest_Income,2022_NetInterest,2022_Interest/Rev,2025_SG&A,2025_SG&A%,2024_SG&A,2024_SG&A%,2023_SG&A,2023_SG&A%,2022_SG&A,2022_SG&A%,2025_Assets,2025_Cash,2025_CurrentAssets,2025_Debt,2025_NetDebt,2025_Liabilities,2025_ND/A,2025_ND/Rev,2025_Cash/Rev,2025_Cash/Assets,2025_Debt/Assets,2025_Assets/Equity,2025_Liabilities/Equity,2025_Debt%,2024_Assets,2024_Cash,2024_CurrentAssets,2024_Debt,2024_NetDebt,2024_Liabilities,2024_ND/A,2024_ND/Rev,2024_Cash/Rev,2024_Cash/Assets,2024_Debt/Assets,2024_Assets/Equity,2024_Liabilities/Equity,2024_Debt%,2023_Assets,2023_Cash,2023_CurrentAssets,2023_Debt,2023_NetDebt,2023_Liabilities,2023_ND/A,2023_ND/Rev,2023_Cash/Rev,2023_Cash/Assets,2023_Debt/Assets,2023_Assets/Equity,2023_Liabilities/Equity,2023_Debt%,2022_Assets,2022_Cash,2022_CurrentAssets,2022_Debt,2022_NetDebt,2022_Liabilities,2022_ND/A,2022_ND/Rev,2022_Cash/Rev,2022_Cash/Assets,2022_Debt/Assets,2022_Assets/Equity,2022_Liabilities/Equity,2022_Debt%
ASND,Ascendis Pharma A/S,Healthcare,Biotech,NASDAQ,EUR,12/31/24,1/28/15,11.3,247.05,61393156,60373501,15167,18.6327,38.7903,-58.7868,-37.3571,814,-258,42.31,720,-228,-114,391,-406,-311,286,-517,-442,53,-613,-557,9,-451,,7,-476,,251.54,84.14,-31.67,36.71,-103.84,439.62,-180.77,488.89,-1156.6,28.57,-5011.11,,-6800.0,-15.83,-79.54,-154.55,-1050.94,45,6.25,-330,-84.4,-505,-176.57,-537,-1013.21,81,15,65,9.03,70,15,55,14.07,47,18,29,10.14,32,7,24,45.28,448,62.22,306,78.26,278,97.2,227,428.3,1531,724,,1024,,1721,,,1.0056,0.4729,0.6688,-8.0579,-9.0579,66.88,1268,602,1141,921,319,1382,0.2516,0.8159,1.5396,0.4748,0.7263,-11.1228,-12.1228,72.63,888,422,756,693,271,1044,0.3052,0.9476,1.4755,0.4752,0.7804,-5.6923,-6.6923,78.04,1147,468,972,535,67,870,0.0584,1.2642,8.8302,0.408,0.4664,4.1408,3.1408,46.64
ASO,"Academy Sports and Outdoors, Inc.",Consumer Discretionary,Specialty Retail,NASDAQ,USD,1/31/25,10/2/20,5.6,52.52,64383459,66526600,3381,0.5586,0.549,8.992,6.5145,6053,376,2.48,5933,418,693,6159,519,820,6395,628,971,6773,671,1013,5689,308,,0,,,2.68,-3.67,7.05,-3.69,8.43,-5.58,9.82,19.05,9.91,,5.41,,,11.68,13.31,15.18,14.96,328,5.53,327,5.31,443,6.93,597,8.81,37,,37,0.62,46,,46,0.75,46,,46,0.72,49,,49,0.72,1473,24.83,1432,23.25,1366,21.36,1443,21.31,4901,289,,1787,,2897,,,0.0487,0.059,0.3646,2.4456,1.4456,36.46,4677,348,1645,1697,1349,2722,0.2884,0.219,0.0565,0.0744,0.3628,2.3923,1.3923,36.28,4595,337,1687,1769,1432,2967,0.3116,0.2239,0.0527,0.0733,0.385,2.8225,1.8225,38.5,4585,486,1716,1847,1361,3118,0.2968,0.2009,0.0718,0.106,0.4028,3.1254,2.1254,40.28
ASPI,ASP Isotopes Inc.,Materials,Chemicals,NASDAQ,USD,12/31/24,11/10/22,3.5,5.55,125110122,72068095,694,86.75,173.5,-6.6095,-21.6875,8,-105,348.62,,,,4,-32,-31,0,-16,-16,0,-4,-4,,,,,,,,,,,-800.0,,,,,,,,,,-775.0,,,,,-28,-700.0,-7,,-7,,,,,,0,1,0,0.0,0,0,0,,0,0,0,,,,24,600.0,15,,3,,,,,,,,,,,,,,,,94,62,66,38,-24,43,-0.2553,-6.0,15.5,0.6596,0.4043,1.8431,0.8431,40.43,28,8,11,2,-6,9,-0.2143,,,0.2857,0.0714,1.4737,0.4737,7.14,13,2,3,1,-2,3,-0.1538,,,0.1538,0.0769,1.3,0.3,7.69
ASPN,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment,NYSE,USD,12/31/24,6/13/14,11.9,5.79,82104800,82104799,475,1.7528,1.0486,-1.2211,36.5385,271,-389,-66.41,271,-390,-331,453,13,50,238,-45,-25,180,-82,-68,121,-37,,100,-21,,55.28,-40.18,-143.91,90.34,2.87,32.22,-18.91,48.76,-45.56,21.0,-30.58,,-21.0,-122.14,11.04,-10.5,-37.78,-5,-1.85,-41,-9.05,-218,-91.6,-272,-151.11,11,,,,12,,12,2.65,5,6,-1,-0.42,5,1,3,1.67,84,31.0,106,23.4,89,37.39,67,37.22,407,157,,144,,171,,,0.5793,0.3857,0.3538,1.7246,0.7246,35.38,895,221,409,197,-23,280,-0.0257,-0.0508,0.4879,0.2469,0.2201,1.4553,0.4553,22.01,703,140,266,139,-1,215,-0.0014,-0.0042,0.5882,0.1991,0.1977,1.4406,0.4406,19.77,643,281,370,119,-162,196,-0.2519,-0.9,1.5611,0.437,0.1851,1.4385,0.4385,18.51
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,NYSE,MXN,12/31/24,9/28/00,25.7,301.76,27705000,30200900,8360,4.938,0.2668,12.2581,0.6169,1693,682,31.17,1943,547,1031,31333,13551,23523,1450,573,1000,1258,496,844,926,295,,,91,,223.44,-93.8,28.15,2060.9,43.25,15.26,39.52,35.85,39.43,,31.86,,,53.06,75.07,68.97,67.09,237,12.2,11177,35.67,12074,832.69,10743,853.97,80,75,5,0.26,48,94,-46,-0.15,63,75,-12,-0.83,42,22,20,1.59,18,0.93,18,0.06,17,1.17,14,1.11,4964,618,,1980,,2383,,,0.3181,0.1245,0.3989,1.9233,0.9233,39.89,83637,20083,1500,13382,-392,22024,-0.0047,-0.0125,0.641,0.2401,0.16,1.3575,0.3575,16.0,3952,779,1052,688,-91,1053,-0.023,-0.0628,0.5372,0.1971,0.1741,1.3632,0.3632,17.41,3525,655,899,757,102,1089,0.0289,0.0811,0.5207,0.1858,0.2148,1.447,0.447,21.48
ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,NASDAQ,USD,12/31/24,6/18/86,39.9,48.58,22919696,22867000,1113,0.7894,0.8529,29.2895,278.25,1410,38,11.59,1410,39,108,1305,4,51,1338,33,77,1274,0,34,1096,15,,1024,46,,5.99,8.05,2.77,-2.47,0.31,5.02,2.47,16.24,0.0,7.03,1.37,,4.49,7.66,3.91,5.75,2.67,21,1.49,2,0.15,-6,-0.45,-114,-8.95,18,3,15,1.06,10,2,8,0.61,8,2,6,0.45,2,1,1,0.08,309,21.91,276,21.15,276,20.63,247,19.39,1367,72,,348,,686,,,0.0511,0.0527,0.2546,2.0073,1.0073,25.46,1044,88,723,118,30,406,0.0287,0.023,0.0674,0.0843,0.113,1.6364,0.6364,11.3,1059,63,720,83,20,406,0.0189,0.0149,0.0471,0.0595,0.0784,1.6217,0.6217,7.84,1014,63,696,88,25,388,0.0247,0.0196,0.0495,0.0621,0.0868,1.6198,0.6198,8.68
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities,NASDAQ,USD,12/31/24,3/11/09,17.2,37.85,55603598,45168702,2105,0.6617,1.0349,95.6818,48.9535,3181,22,42.89,3182,22,135,2034,43,141,1386,60,123,1144,45,112,773,68,,370,-23,,38.06,56.44,0.69,46.75,2.11,21.15,4.33,47.99,3.93,108.92,8.8,,-6.22,4.24,6.93,8.87,9.79,104,3.27,44,2.16,39,2.81,59,5.16,50,12,38,1.19,33,14,18,0.88,16,14,1,0.07,7,2,5,0.44,217,6.82,154,7.57,112,8.08,77,6.73,2219,429,,1078,,1660,,,0.1348,0.1933,0.4858,3.9696,2.9696,48.58,1355,289,639,472,183,841,0.1351,0.09,0.1421,0.2133,0.3483,2.6362,1.6362,34.83,933,294,462,321,27,523,0.0289,0.0195,0.2121,0.3151,0.3441,2.2756,1.2756,34.41,966,288,428,229,-59,408,-0.0611,-0.0516,0.2517,0.2981,0.2371,1.7312,0.7312,23.71
ASTL,Algoma Steel Group Inc.,Materials,Steel,NASDAQ,CAD,3/31/24,3/4/21,5.2,4.73,104933802,104978000,496,0.3324,0.2431,-0.7045,6.5263,1492,-704,-12.73,2086,-985,-860,2040,76,220,2059,221,373,2923,658,1000,1431,-60,,0,,,12.55,2.25,-47.22,-0.92,3.73,-29.56,10.73,104.26,22.51,,-4.19,,,-41.23,10.78,18.12,34.21,-395,-18.94,-142,-6.96,-143,-6.95,841,28.77,85,7,79,3.79,30,7,23,1.13,24,9,14,0.68,45,0,44,1.51,111,5.32,83,4.07,73,3.55,78,2.67,1545,57,,629,,1187,,,0.0273,0.0369,0.4071,4.3156,3.3156,40.71,1953,72,922,107,35,857,0.0179,0.0172,0.0353,0.0369,0.0548,1.7819,0.7819,5.48,1820,183,1013,91,-93,736,-0.0511,-0.0452,0.0889,0.1005,0.05,1.679,0.679,5.0,2069,703,1472,74,-629,854,-0.304,-0.2152,0.2405,0.3398,0.0358,1.7029,0.7029,3.58
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,NASDAQ,USD,12/31/24,11/1/19,6.6,105.86,292637039,327839995,30979,442.5571,7744.75,-90.8475,-103.2633,70,-341,2728.65,71,-342,-370,4,-300,-443,0,-87,-167,13,-31,-141,12,-19,,6,-24,,-30.66,1675.0,-481.69,,-7500.0,-100.0,,8.33,-238.46,100.0,-158.33,,-400.0,-521.13,-11075.0,,-1084.62,-1193,-1680.28,-300,-7500.0,-267,,-213,-1638.46,36,49,-13,-18.31,18,14,4,100.0,,2,,,,2,,,102,143.66,61,1525.0,41,,48,369.23,5014,2336,,2240,,2622,,,32.9014,0.4659,0.4467,2.0962,1.0962,44.67,955,565,600,173,-392,285,-0.4105,-98.0,141.25,0.5916,0.1812,1.4254,0.4254,18.12,361,86,107,73,-13,147,-0.036,,,0.2382,0.2022,1.6869,0.6869,20.22,438,239,268,13,-226,79,-0.516,-17.3846,18.3846,0.5457,0.0297,1.2201,0.2201,2.97
ASUR,"Asure Software, Inc.",Technology,Software - Application,NASDAQ,USD,12/31/24,4/7/92,34.1,8.68,28635777,26979500,249,1.7786,2.0924,-19.1538,-22.6364,140,-13,27.67,141,-13,21,119,-11,13,119,-9,17,95,-14,10,,,,,,,,18.49,-9.22,0.0,-9.24,25.26,-7.56,,-14.74,,,,,14.89,10.92,14.29,10.53,-8,-5.67,-14,-11.76,2,1.68,4,4.21,5,1,4,2.84,1,0,0,0.0,5,1,4,3.36,4,,4,4.21,79,56.03,68,57.14,68,57.14,54,56.84,531,25,,75,,334,,,0.1773,0.0471,0.1412,2.6954,1.6954,14.12,437,21,237,18,-4,239,-0.0092,-0.0336,0.1765,0.0481,0.0412,2.2071,1.2071,4.12,444,30,267,10,-20,252,-0.045,-0.1681,0.2521,0.0676,0.0225,2.3125,1.3125,2.25,420,17,243,43,26,275,0.0619,0.2737,0.1789,0.0405,0.1024,2.8966,1.8966,10.24
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,NYSE,TWD,12/31/24,10/2/00,25.6,34.81,2171770112,2171770092,75599,3.641,0.127,58.7405,2.3348,20763,1287,9.65,20763,1287,4061,595410,32379,108296,0,0,0,22529,2065,4742,20341,2146,,16986,911,,208.19,-96.51,6.2,,5.44,-100.0,,10.76,9.17,19.75,10.55,,5.36,19.56,18.19,,21.05,-759,-3.66,9105,1.53,59832,,37296,165.55,241,60,180,0.87,210,58,151,0.03,,,,,134,22,112,0.5,984,4.74,901,0.15,0,,1020,4.53,28470,2960,,8439,,16672,,,0.1426,0.104,0.2964,2.4131,1.4131,29.64,741060,76493,8574,201412,3891,398789,0.0053,0.0065,0.1285,0.1032,0.2718,2.1651,1.1651,27.18,21425,0,8401,,,11321,,,,0.0,,2.1204,1.1204,,23763,1949,10087,6383,4434,13242,0.1866,0.1968,0.0865,0.082,0.2686,2.2586,1.2586,26.86
ATAI,Atai Life Sciences N.V.,Healthcare,Biotech,NASDAQ,USD,12/31/24,6/18/21,4.9,4.32,363214602,199795008,1569,523.0,,-10.1883,-10.5302,3,-154,1775.0,,,,0,-149,-144,0,-40,-36,0,-152,-134,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,-84,,-105,,,,,,3,0,2,,2,1,0,,0,0,0,,,,47,,63,,70,,,,,,,,,,,,,,,,159,18,80,25,7,43,0.044,,,0.1132,0.1572,1.3707,0.3707,15.72,294,45,186,19,-26,49,-0.0884,,,0.1531,0.0646,1.2,0.2,6.46,305,191,287,15,-175,40,-0.5738,,,0.6262,0.0492,1.1509,0.1509,4.92
ATAT,Atour Lifestyle Holdings Limited,Consumer Discretionary,Lodging,NASDAQ,CNY,12/31/23,11/11/22,3.5,33.84,113625646,138185996,3845,3.0419,3.8412,18.7561,21.8466,1264,205,38.42,,,,1001,176,246,661,104,152,336,14,41,333,22,,226,6,,44.32,,,51.44,17.58,96.73,15.73,0.9,4.17,47.35,6.61,,2.65,,24.58,23.0,12.2,,,230,22.98,276,41.75,36,10.71,,,,,,,,,0,4,-3,-0.45,1,2,-1,-0.3,,,,,130,19.67,72,21.43,,,,,,,,,,,,,,,1088,500,,239,-261,681,-0.2399,-0.2607,0.4995,0.4596,0.2197,2.6732,1.6732,21.97,934,403,602,277,-126,642,-0.1349,-0.1906,0.6097,0.4315,0.2966,3.1986,2.1986,29.66,708,236,316,342,106,531,0.1497,0.3155,0.7024,0.3333,0.4831,4.0,3.0,48.31
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,NASDAQ,USD,12/31/24,6/12/06,20.0,8.27,151356620,146172992,1252,1.6387,2.0491,-8.7552,-7.7284,764,-143,20.44,764,-143,-15,611,-162,-53,482,-186,-110,350,-151,-102,243,-143,,144,-79,,35.98,25.04,-18.72,26.76,-26.51,37.71,-38.59,44.03,-43.14,68.75,-58.85,,-54.86,-1.96,-8.67,-22.82,-29.14,-4,-0.52,-137,-22.42,-165,-34.23,-133,-38.0,46,,46,6.02,24,,24,3.93,16,,16,3.32,5,,5,1.43,499,65.31,450,73.65,374,77.59,300,85.71,791,161,,596,,779,,,0.2107,0.2035,0.7535,65.9167,64.9167,75.35,776,139,417,610,471,790,0.607,0.7709,0.2275,0.1791,0.7861,-55.4286,-56.4286,78.61,805,221,451,542,321,727,0.3988,0.666,0.4585,0.2745,0.6733,10.3205,9.3205,67.33,521,85,256,396,311,556,0.5969,0.8886,0.2429,0.1631,0.7601,-14.8857,-15.8857,76.01
ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,NYSE,USD,12/31/24,3/21/14,12.2,29.16,71821000,71820995,2094,7.2207,7.9924,49.8571,41.88,290,42,8.3,291,42,74,262,50,55,251,40,48,280,46,61,250,94,,225,17,,1.58,11.07,14.43,4.38,19.08,-10.36,15.94,12.0,16.43,11.11,37.6,,7.56,25.43,20.99,19.12,21.79,65,22.34,78,29.77,34,13.55,55,19.64,6,12,-5,-1.72,,14,,,,5,,,1,1,0,0.0,114,39.18,108,41.22,109,43.43,112,40.0,630,71,,228,,418,,,0.244,0.1127,0.3619,2.9717,1.9717,36.19,433,95,307,12,-83,201,-0.1917,-0.3168,0.3626,0.2194,0.0277,1.8664,0.8664,2.77,390,97,272,17,-80,182,-0.2051,-0.3187,0.3865,0.2487,0.0436,1.875,0.875,4.36,369,68,257,22,-46,188,-0.1247,-0.1643,0.2429,0.1843,0.0596,2.0387,1.0387,5.96
ATEX,Anterix Inc.,Communications,Telecom,NASDAQ,USD,3/31/24,2/3/15,11.3,63.57,18732889,18586801,1191,238.2,297.75,14.7037,-132.3333,5,81,0.0,6,-11,-48,4,-9,-51,1,-16,-53,1,-37,-46,1,-54,,0,,,58.74,50.0,-183.33,300.0,-225.0,0.0,-1600.0,0.0,-3700.0,,-5400.0,,,-800.0,-1275.0,-5300.0,-4600.0,-47,-783.33,24,600.0,-54,-5400.0,-9,-900.0,,2,-2,-33.33,,2,,,,1,,,,0,,,49,816.67,50,1250.0,50,5000.0,44,4400.0,333,47,,5,,177,,,7.8333,0.1411,0.015,2.1346,1.1346,1.5,325,61,73,5,-55,164,-0.1692,-13.75,15.25,0.1877,0.0154,2.0186,1.0186,1.54,279,43,60,5,-39,99,-0.1398,-39.0,43.0,0.1541,0.0179,1.55,0.55,1.79,278,106,116,6,-100,92,-0.3597,-100.0,106.0,0.3813,0.0216,1.4946,0.4946,2.16
ATGE,Adtalem Global Education Inc.,Consumer Staples,Education,NYSE,USD,6/30/24,6/21/91,34.9,107.63,37264800,37264801,4011,2.1245,2.5306,15.8538,29.2774,1888,253,12.43,1788,237,427,1585,137,326,1450,93,321,1381,311,234,899,70,,1052,,,20.81,12.81,13.26,9.31,8.64,5.0,6.41,53.62,22.52,-14.54,7.79,,,23.88,20.57,22.14,16.94,288,16.11,247,15.58,166,11.45,-20,-1.45,44,8,36,2.01,54,,54,3.41,58,,58,4.0,98,3,95,6.88,672,37.58,633,39.94,586,40.41,566,40.98,2752,200,,774,,1319,,,0.1119,0.0727,0.2812,1.9204,0.9204,28.12,2741,219,418,848,629,1372,0.2295,0.3968,0.1382,0.0799,0.3094,2.0022,1.0022,30.94,2811,272,480,896,624,1353,0.222,0.4303,0.1876,0.0968,0.3187,1.928,0.928,31.87,3030,347,557,1067,720,1539,0.2376,0.5214,0.2513,0.1145,0.3521,2.0322,1.0322,35.21
ATHM,Autohome Inc.,Communications,Internet Content,NYSE,CNY,12/31/23,12/11/13,12.5,16.59,118444000,118444002,1965,2.1882,0.2791,8.9726,1.0965,898,219,-18.02,898,219,145,7040,1792,1308,1019,288,211,1031,289,248,1122,397,,,474,,84.44,-87.24,24.39,590.87,25.45,-1.16,28.26,-8.11,28.03,,35.38,,,16.15,18.58,20.71,24.05,107,11.92,1233,17.51,2373,232.88,2448,237.44,,92,-92,-10.24,,,,,,117,,,,84,,,418,46.55,,,503,49.36,500,48.5,4046,311,,6,,574,,,0.3463,0.0769,0.0015,1.1653,0.1653,0.15,30222,1694,,94,-221,5021,-0.0073,-0.0314,0.2406,0.0561,0.0031,1.1992,0.1992,0.31,4374,709,3621,28,-681,803,-0.1557,-0.6683,0.6958,0.1621,0.0064,1.2249,0.2249,0.64,4415,416,3629,16,-400,688,-0.0906,-0.388,0.4035,0.0942,0.0036,1.1846,0.1846,0.36
ATI,ATI Inc.,Industrials,Metal Fabrication,NYSE,USD,12/31/24,11/29/99,26.5,162.29,141068000,141068006,22894,4.9911,5.2485,56.6683,62.212,4587,404,0.38,4587,404,801,4362,368,762,4173,410,547,3836,323,589,2799,184,,2982,-1572,,15.94,5.16,8.81,4.53,8.44,8.79,9.83,37.05,8.42,-6.14,6.57,,-52.72,17.46,17.47,13.11,15.35,334,7.28,168,3.85,-115,-2.76,94,2.45,111,12,99,2.16,124,16,108,2.48,105,13,92,2.2,92,4,87,2.27,365,7.96,342,7.84,328,7.86,297,7.74,5100,417,,1749,,3183,,,0.0909,0.0818,0.3429,2.6604,1.6604,34.29,5231,721,2945,1895,1174,3275,0.2244,0.2691,0.1653,0.1378,0.3623,2.6743,1.6743,36.23,4985,744,2738,2180,1436,3505,0.2881,0.3441,0.1783,0.1492,0.4373,3.3682,2.3682,43.73,4446,584,2476,1748,1164,3288,0.2618,0.3034,0.1522,0.1314,0.3932,3.8394,2.8394,39.32
ATKR,Atkore Inc.,Industrials,Electrical Equipment & Parts,NYSE,USD,9/30/24,6/10/16,10.0,84.75,34398700,34398701,2915,1.025,0.9104,-63.3696,6.1628,2844,-46,-0.91,2850,-15,175,3202,473,774,3518,689,1021,3913,913,1332,2928,587,,1765,152,,3.03,-10.99,-0.53,-8.98,14.77,-10.09,19.58,33.64,23.33,65.89,20.05,,8.61,6.14,24.17,29.02,34.04,296,10.39,399,12.46,589,16.74,651,16.64,33,,33,1.16,35,,35,1.09,35,,35,0.99,30,,30,0.77,397,13.93,397,12.4,388,11.03,370,9.46,2852,507,,932,,1454,,,0.1779,0.1778,0.3268,2.0401,1.0401,32.68,3021,351,1524,951,600,1482,0.1986,0.1874,0.1096,0.1162,0.3148,1.963,0.963,31.48,2935,388,1538,884,496,1467,0.169,0.141,0.1103,0.1322,0.3012,1.9993,0.9993,30.12,2599,389,1453,832,444,1349,0.1708,0.1135,0.0994,0.1497,0.3201,2.0792,1.0792,32.01
ATLC,Atlanticus Holdings Corporation,Financials,Credit Services,NASDAQ,USD,12/31/24,4/23/99,27.1,83.14,14919417,15113100,1240,3.0846,4.1472,10.1639,11.1712,402,122,38.11,403,122,,299,111,,256,102,,292,135,,400,177,,340,94,,-9.25,34.78,30.27,16.8,37.12,-12.33,39.84,-27.0,46.23,17.65,44.25,,27.65,,,,,633,157.07,467,156.19,455,177.73,342,117.12,302,1404,-1102,-273.45,160,979,-819,-273.91,109,879,-769,-300.39,81,786,-704,-241.1,183,45.41,106,35.45,96,37.5,105,35.96,7623,621,,6543,,7019,,,1.5409,0.0815,0.8583,12.6209,11.6209,85.83,3271,375,,2505,2130,2781,0.6512,7.1237,1.2542,0.1146,0.7658,6.6755,5.6755,76.58,2706,339,,2026,1687,2314,0.6234,6.5898,1.3242,0.1253,0.7487,6.9031,5.9031,74.87,2388,385,,1818,1433,2063,0.6001,4.9075,1.3185,0.1612,0.7613,7.3477,6.3477,76.13
ATLO,Ames National Corporation,Financials,Banks - Regional,NASDAQ,USD,12/31/24,2/15/00,26.3,28.79,8857220,8915560,255,3.8636,4.7222,13.4211,25.5,66,19,26.64,67,19,,54,10,,53,10,,62,19,,,,,,,,,24.07,28.36,1.89,18.52,-14.52,18.87,,30.65,,,,,,,,,21,31.34,14,25.93,14,26.42,18,29.03,31,87,-56,-83.58,37,82,-45,-83.33,29,74,-44,-83.02,8,61,-53,-85.48,27,40.3,26,48.15,24,45.28,23,37.1,2134,132,,21,,1926,,,1.9701,0.0619,0.0098,10.2596,9.2596,0.98,2133,107,,47,-60,1959,-0.0281,-1.1111,1.9815,0.0502,0.022,12.2586,11.2586,2.2,2156,64,,111,47,1990,0.0218,0.8868,1.2075,0.0297,0.0515,12.988,11.988,5.15,2135,43,,39,-4,1986,-0.0019,-0.0645,0.6935,0.0201,0.0183,14.3289,13.3289,1.83
ATMU,Atmus Filtration Technologies Inc.,Industrials,Pollution & Treatment Controls,NYSE,USD,12/31/24,5/26/23,3.0,48.83,82663904,82663903,4036,2.288,2.4168,19.4976,21.6989,1764,207,9.81,1764,207,330,1670,186,300,1628,171,273,1562,170,234,1438,170,,,142,,5.11,5.63,11.73,2.58,11.14,4.23,10.5,8.62,10.88,,11.82,,,18.71,17.96,16.77,14.98,149,8.45,57,3.41,143,8.78,128,8.19,33,,33,1.87,40,,40,2.4,25,,25,1.54,0,,0,0.0,184,10.43,187,11.2,174,10.69,139,8.9,1351,236,,612,,972,,,0.1338,0.1747,0.453,3.5646,2.5646,45.3,1190,184,755,632,447,963,0.3756,0.2677,0.1102,0.1546,0.5311,5.2423,4.2423,53.11,1089,168,693,626,458,1008,0.4206,0.2813,0.1032,0.1543,0.5748,13.4444,12.4444,57.48,867,0,500,33,33,412,0.0381,0.0211,0.0,0.0,0.0381,1.9055,0.9055,3.81
ATNI,"ATN International, Inc.",Communications,Telecom,NASDAQ,USD,12/31/24,11/14/91,34.5,27.39,15367611,15216501,421,0.5791,0.5775,-30.0714,-16.1923,727,-14,2.03,728,-15,158,729,-26,144,762,-14,169,725,-5,160,603,-22,,455,-14,,6.53,-0.14,-2.06,-4.33,-3.57,5.1,-1.84,20.23,-0.69,32.53,-3.65,,-3.08,21.7,19.75,22.18,22.07,44,6.04,17,2.33,-51,-6.69,-58,-8.0,48,1,47,6.46,49,1,48,6.58,42,0,42,5.51,20,0,20,2.76,228,31.32,237,32.51,251,32.94,231,31.86,1673,102,,694,,1032,,,0.1401,0.061,0.4148,2.61,1.61,41.48,1727,73,309,695,622,1055,0.3602,0.8532,0.1001,0.0423,0.4024,2.5699,1.5699,40.24,1784,49,281,655,606,1060,0.3397,0.7953,0.0643,0.0275,0.3672,2.4641,1.4641,36.72,1708,55,230,566,511,939,0.2992,0.7048,0.0759,0.0322,0.3314,2.2211,1.2211,33.14
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,NYSE,USD,9/30/24,12/28/83,42.4,177.81,158728000,158728002,28223,5.7965,6.7762,22.5965,27.0594,4869,1249,14.17,4703,1199,2384,4165,1043,2096,4275,885,1741,4201,774,1490,3407,665,,,601,,6.93,12.92,25.49,-2.57,25.04,1.76,20.7,23.3,18.42,,19.52,,,50.69,50.32,40.73,35.47,-1512,-32.15,-1203,-28.88,654,15.3,-1467,-34.92,172,30,142,3.02,190,22,167,4.01,137,7,130,3.04,102,2,100,2.38,,,,,,,,,28250,203,,9304,,14691,,,0.0432,0.0072,0.3293,2.0835,1.0835,32.93,25194,307,1132,8129,7822,13037,0.3105,1.878,0.0737,0.0122,0.3227,2.0724,1.0724,32.27,22517,15,886,7123,7108,11647,0.3157,1.6627,0.0035,0.0007,0.3163,2.0715,1.0715,31.63,22193,52,3048,8370,8318,12774,0.3748,1.98,0.0124,0.0023,0.3771,2.3562,1.3562,37.71
ATOS,"Atossa Therapeutics, Inc.",Healthcare,Healthcare,NASDAQ,USD,12/31/24,11/8/12,13.5,4.96,8611361,129787234,43,,,-1.2647,-1.72,,-34,,0,-35,-37,0,-25,-27,0,0,0,0,-27,-27,,,,,,,,,,,,,,,,,,,,,,,,-30,,-21,,0,,-20,,,2,-2,,,4,,,,,,,,0,,,16,,13,,0,,12,,48,41,,,,8,,,,0.8542,,1.2,0.2,,76,71,75,,,5,,,,0.9342,,1.0704,0.0704,,0,0,0,,,0,,,,,,,,,124,111,118,,,6,,,,0.8952,,1.0508,0.0508,
